t,A,B,C,D
TOTAL,-6801.38435403372,-116318.00771340125,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,5078.9473684210525,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,-3064.89,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,-2043.26,-0.0,-0.0,0.0
13,0.0,-0.0,-0.0,0.0
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.0,-10387.5945,-0.0,0.0
19,0.0,-10137.421499999999,-0.0,0.0
20,0.0,-9974.9715,-0.0,0.0
21,0.0,-9866.671499999999,-0.0,0.0
22,0.0,-9866.671499999999,-0.0,0.0
23,0.0,-9866.671499999999,-0.0,0.0
24,0.0,-6151.473646211179,-0.0,0.0
25,0.0,-6151.473646211179,-0.0,0.0
26,0.0,-6151.473646211179,-0.0,0.0
27,0.0,-6151.473646211179,-0.0,0.0
28,7.4977603302670355,-6151.473646211179,-0.0,0.0
29,489.1670436836906,-6235.073965297454,-0.0,0.0
30,240.2325848078792,-0.0,-0.0,0.0
31,0.0,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,0.0
33,0.0,-0.0,-0.0,0.0
34,-4383.4425,-0.0,-0.0,0.0
35,-4383.4425,-0.0,-0.0,0.0
36,-3326.4388428374123,-2688.253658308446,-0.0,0.0
37,-14.487513743129544,-2684.6906978600587,-0.0,0.0
38,0.0,-2684.6906978600587,-0.0,0.0
39,0.0,-2681.7639803488833,-0.0,0.0
40,0.0,-2679.855251537247,-0.0,0.0
41,0.0,-2679.346257187477,-0.0,0.0
42,0.0,-537.424139239122,-0.0,0.0
43,0.0,-533.1965571093315,-0.0,0.0
44,54.52685712225905,-516.1124923382603,-0.0,0.0
45,54.478688520560645,-516.0545802542905,-0.0,0.0
46,52.16659563905184,-513.2748002237433,-0.0,0.0
47,4437.560104022061,-510.9004047809843,-0.0,0.0
